model,temperature,seed,bleu_representativeness,folder
goedel-prover-8b,0.2,42,0.2503,termination-restricted-15
goedel-prover-8b,0.2,999,0.2068,recursive
goedel-prover-8b,0.2,42,0.2553,recursive
goedel-prover-8b,0.2,123,0.1637,termination-crafted-lit
goedel-prover-8b,0.2,42,0.0,recursive
goedel-prover-8b,0.2,999,0.0207,array-fpi
goedel-prover-8b,0.2,42,0.0,loops
goedel-prover-8b,0.2,42,0.0,array-fpi
goedel-prover-8b,0.2,123,0.0,termination-crafted
goedel-prover-8b,0.2,999,0.0,array-fpi
goedel-prover-8b,0.2,42,0.0,loop-acceleration
goedel-prover-8b,0.2,42,0.1174,termination-crafted
goedel-prover-8b,0.2,123,0.0,loop-acceleration
goedel-prover-8b,0.2,999,0.092,recursive-simple
goedel-prover-8b,0.2,42,0.0,loop-invgen
goedel-prover-8b,0.2,123,0.2755,recursive
goedel-prover-8b,0.2,999,0.0359,loop-acceleration
goedel-prover-8b,0.2,123,0.0,bitvector
goedel-prover-8b,0.2,999,0.0,bitvector
goedel-prover-8b,0.2,42,0.0,termination-crafted
goedel-prover-8b,0.2,123,0.0,termination-crafted
goedel-prover-8b,0.2,42,0.2452,loops
goedel-prover-8b,0.2,999,0.19,termination-crafted
goedel-prover-8b,0.2,123,0.0,loop-invgen
goedel-prover-8b,0.2,123,0.2771,termination-bwb
goedel-prover-8b,0.2,42,0.0,termination-crafted
goedel-prover-8b,0.2,123,0.0005,termination-crafted
goedel-prover-8b,0.2,42,0.0013,termination-crafted
goedel-prover-8b,0.2,42,0.2712,termination-crafted-lit
goedel-prover-8b,0.2,999,0.2497,recursive
goedel-prover-8b,0.2,999,0.2595,termination-crafted
goedel-prover-8b,0.2,123,0.095,array-fpi
goedel-prover-8b,0.2,999,0.0476,termination-crafted
goedel-prover-8b,0.2,42,0.0,bitvector
goedel-prover-8b,0.2,123,0.2334,termination-crafted-lit
goedel-prover-8b,0.2,123,0.2752,termination-crafted
goedel-prover-8b,0.2,999,0.0838,termination-crafted
goedel-prover-8b,0.2,999,0.0,termination-crafted
goedel-prover-8b,0.2,123,0.3975,array-memsafety
goedel-prover-8b,0.2,42,0.4907,array-memsafety
goedel-prover-8b,0.2,999,0.2671,termination-crafted-lit
goedel-prover-8b,0.2,123,0.518,termination-crafted
goedel-prover-8b,0.2,123,0.217,array-fpi
goedel-prover-8b,0.2,999,0.0,bitvector
goedel-prover-8b,0.2,42,0.0,termination-nla
goedel-prover-8b,0.2,999,0.0481,loops
goedel-prover-8b,0.2,123,0.0,loop-industry-pattern
goedel-prover-8b,0.2,42,0.0,loop-industry-pattern
goedel-prover-8b,0.2,42,0.1322,termination-crafted
goedel-prover-8b,0.2,123,0.0,termination-nla
goedel-prover-8b,0.2,999,0.0,termination-nla
goedel-prover-8b,0.2,999,0.0,loop-industry-pattern
goedel-prover-8b,0.2,999,0.0,termination-nla
goedel-prover-8b,0.2,42,0.0954,bitvector
goedel-prover-8b,0.2,123,0.0,termination-nla
goedel-prover-8b,0.2,123,0.1974,loop-acceleration
goedel-prover-8b,0.2,42,0.0184,loops
goedel-prover-8b,0.2,42,0.092,termination-crafted-lit
goedel-prover-8b,0.2,123,0.1222,termination-restricted-15
goedel-prover-8b,0.2,42,0.0036,termination-restricted-15
goedel-prover-8b,0.2,42,0.0001,termination-nla
goedel-prover-8b,0.2,999,0.055,termination-restricted-15
goedel-prover-8b,0.2,123,0.0,termination-restricted-15
goedel-prover-8b,0.2,42,0.0571,termination-restricted-15
goedel-prover-8b,0.2,123,0.0389,termination-restricted-15
goedel-prover-8b,0.2,999,0.0,loop-invgen
goedel-prover-8b,0.2,999,0.0,array-fpi
goedel-prover-8b,0.2,999,0.259,termination-restricted-15
goedel-prover-8b,0.2,42,0.0135,termination-bwb
goedel-prover-8b,0.2,123,0.1224,recursive-simple
goedel-prover-8b,0.2,123,0.0,termination-bwb
goedel-prover-8b,0.2,999,0.0,termination-bwb
goedel-prover-8b,0.2,42,0.1163,array-fpi
goedel-prover-8b,0.2,123,0.0,loops-crafted-1
goedel-prover-8b,0.2,123,0.1382,loops
goedel-prover-8b,0.2,42,0.2595,termination-restricted-15
goedel-prover-8b,0.2,42,0.208,loop-acceleration
goedel-prover-8b,0.2,42,0.1067,recursive-simple
goedel-prover-8b,0.2,999,0.029,termination-restricted-15
goedel-prover-8b,0.2,999,0.1394,loop-acceleration
goedel-prover-8b,0.2,999,0.1738,loops
goedel-prover-8b,0.2,123,0.1057,loops
goedel-prover-8b,0.2,123,0.1466,loop-acceleration
goedel-prover-8b,0.2,42,0.1191,array-fpi
goedel-prover-8b,0.2,123,0.1759,loops
goedel-prover-8b,0.2,123,0.2352,array-fpi
goedel-prover-8b,0.2,999,0.4563,array-memsafety
goedel-prover-8b,0.2,42,0.0924,loops-crafted-1
goedel-prover-8b,0.2,999,0.2399,recursive-simple
goedel-prover-8b,0.2,999,0.0335,loops-crafted-1
goedel-prover-8b,0.2,123,0.1221,bitvector
goedel-prover-8b,0.5,42,0.0,recursive-simple
goedel-prover-8b,0.5,42,0.0,termination-nla
goedel-prover-8b,0.5,123,0.0,termination-crafted
goedel-prover-8b,0.5,123,0.0,termination-nla
goedel-prover-8b,0.5,42,0.197,recursive-simple
goedel-prover-8b,0.5,123,0.1037,recursive-simple
goedel-prover-8b,0.5,999,0.0,loops-crafted-1
goedel-prover-8b,0.5,999,0.0042,termination-crafted
goedel-prover-8b,0.5,42,0.0,loops-crafted-1
goedel-prover-8b,0.5,123,0.1416,recursive-simple
goedel-prover-8b,0.5,123,0.0007,termination-numeric
goedel-prover-8b,0.5,999,0.0161,recursive-simple
goedel-prover-8b,0.5,42,0.259,loop-acceleration
goedel-prover-8b,0.5,999,0.0351,termination-numeric
goedel-prover-8b,0.5,999,0.0006,termination-nla
goedel-prover-8b,0.5,999,0.0,loop-acceleration
goedel-prover-8b,0.5,123,0.0,termination-crafted-lit
goedel-prover-8b,0.5,42,0.0004,termination-crafted-lit
goedel-prover-8b,0.5,123,0.0,loops
goedel-prover-8b,0.5,42,0.0092,termination-crafted
goedel-prover-8b,0.5,999,0.0138,termination-crafted-lit
goedel-prover-8b,0.5,123,0.0015,termination-crafted-lit
goedel-prover-8b,0.5,42,0.0,loops
goedel-prover-8b,0.5,123,0.0016,loops
goedel-prover-8b,0.5,123,0.2092,termination-crafted
goedel-prover-8b,0.5,123,0.0054,termination-crafted
goedel-prover-8b,0.5,123,0.0298,loops-crafted-1
goedel-prover-8b,0.5,999,0.2433,loops
goedel-prover-8b,0.5,999,0.0972,termination-crafted-lit
goedel-prover-8b,0.5,42,0.0119,termination-crafted
goedel-prover-8b,0.5,999,0.2446,recursive-simple
goedel-prover-8b,0.5,42,0.2261,termination-crafted
goedel-prover-8b,0.5,999,0.0,termination-crafted
goedel-prover-8b,0.5,123,0.1357,loop-acceleration
goedel-prover-8b,0.5,42,0.0971,termination-crafted-lit
goedel-prover-8b,0.5,42,0.0148,termination-restricted-15
goedel-prover-8b,0.5,42,0.1993,recursive-simple
goedel-prover-8b,0.5,123,0.0283,loops-crafted-1
goedel-prover-8b,0.5,999,0.0026,loops
goedel-prover-8b,0.5,42,0.0819,loops
goedel-prover-8b,0.5,42,0.0722,loops-crafted-1
goedel-prover-8b,0.5,42,0.0006,termination-crafted
goedel-prover-8b,0.5,999,0.0,termination-crafted
goedel-prover-8b,0.5,999,0.0,recursive-simple
goedel-prover-8b,0.5,999,0.1536,termination-crafted
goedel-prover-8b,0.5,123,0.2047,termination-crafted
goedel-prover-8b,0.5,42,0.0,recursive-simple
goedel-prover-8b,0.5,999,0.0,termination-restricted-15
goedel-prover-8b,0.5,123,0.2221,termination-restricted-15
goedel-prover-8b,0.5,123,0.0003,recursive-simple
goedel-prover-8b,0.5,999,0.1557,loops-crafted-1
goedel-prover-8b,0.5,123,0.0001,termination-bwb
goedel-prover-8b,0.5,123,0.339,termination-numeric
goedel-prover-8b,0.5,123,0.0056,termination-crafted-lit
goedel-prover-8b,0.5,123,0.0,array-fpi
goedel-prover-8b,0.5,999,0.1815,termination-bwb
goedel-prover-8b,0.5,999,0.1263,recursive
goedel-prover-8b,0.5,123,0.2559,termination-restricted-15
goedel-prover-8b,0.5,42,0.2124,termination-bwb
goedel-prover-8b,0.5,42,0.2089,recursive
goedel-prover-8b,0.5,999,0.24,termination-crafted
goedel-prover-8b,0.5,42,0.3075,termination-crafted
goedel-prover-8b,0.5,42,0.0078,loops
goedel-prover-8b,0.5,999,0.331,recursive
goedel-prover-8b,0.5,123,0.3594,recursive
goedel-prover-8b,0.5,999,0.0,array-fpi
goedel-prover-8b,0.5,123,0.0,array-fpi
goedel-prover-8b,0.5,42,0.1741,recursive
goedel-prover-8b,0.5,42,0.3253,termination-numeric
goedel-prover-8b,0.5,42,0.2624,termination-restricted-15
goedel-prover-8b,0.5,42,0.0,bitvector
goedel-prover-8b,0.5,123,0.0,bitvector
goedel-prover-8b,0.5,999,0.4087,termination-numeric
goedel-prover-8b,0.5,42,0.0967,array-fpi
goedel-prover-8b,0.5,123,0.0,loops
goedel-prover-8b,0.5,42,0.0413,array-fpi
goedel-prover-8b,0.5,123,0.1541,recursive
goedel-prover-8b,0.5,42,0.2107,termination-numeric
goedel-prover-8b,0.5,123,0.2011,recursive-simple
goedel-prover-8b,0.5,999,0.0,loops
goedel-prover-8b,0.5,123,0.1006,termination-crafted
goedel-prover-8b,0.5,999,0.0,bitvector
goedel-prover-8b,0.5,123,0.0036,termination-crafted
goedel-prover-8b,0.5,123,0.0,loop-invgen
goedel-prover-8b,0.5,999,0.0973,recursive-simple
goedel-prover-8b,0.5,42,0.3233,termination-crafted
goedel-prover-8b,0.5,999,0.2479,termination-restricted-15
goedel-prover-8b,0.5,123,0.3052,termination-crafted
goedel-prover-8b,0.5,999,0.0189,termination-crafted
goedel-prover-8b,0.5,999,0.0,loop-invgen
goedel-prover-8b,0.5,999,0.0257,termination-crafted
goedel-prover-8b,0.5,123,0.0932,loop-acceleration
goedel-prover-8b,0.5,42,0.0,loop-invgen
goedel-prover-8b,0.5,42,0.0043,termination-crafted
goedel-prover-8b,0.5,999,0.4258,termination-crafted
goedel-prover-8b,0.5,999,0.1663,loop-acceleration
goedel-prover-8b,0.5,999,0.3193,termination-crafted
goedel-prover-8b,0.5,123,0.2946,termination-crafted-lit
goedel-prover-8b,0.5,123,0.0722,termination-crafted
goedel-prover-8b,0.5,42,0.057,termination-crafted
goedel-prover-8b,0.5,42,0.2025,termination-crafted-lit
goedel-prover-8b,0.5,999,0.3093,termination-crafted-lit
goedel-prover-8b,0.5,123,0.198,array-memsafety
goedel-prover-8b,0.5,42,0.0,loop-industry-pattern
goedel-prover-8b,0.5,42,0.1823,array-memsafety
goedel-prover-8b,0.5,999,0.3359,array-memsafety
goedel-prover-8b,0.5,999,0.1308,termination-crafted-lit
goedel-prover-8b,0.5,123,0.0,termination-nla
goedel-prover-8b,0.5,42,0.0,loops
goedel-prover-8b,0.5,123,0.0646,loops
goedel-prover-8b,0.5,42,0.0009,termination-nla
goedel-prover-8b,0.5,999,0.0,array-fpi
goedel-prover-8b,0.5,42,0.1678,termination-crafted-lit
goedel-prover-8b,0.5,123,0.0,termination-nla
goedel-prover-8b,0.5,999,0.0,termination-nla
goedel-prover-8b,0.5,999,0.1041,bitvector
goedel-prover-8b,0.5,42,0.0,termination-restricted-15
goedel-prover-8b,0.5,123,0.0036,termination-restricted-15
goedel-prover-8b,0.5,999,0.1271,recursive-simple
goedel-prover-8b,0.5,42,0.1873,loop-acceleration
goedel-prover-8b,0.5,123,0.0001,termination-restricted-15
goedel-prover-8b,0.5,42,0.0436,termination-restricted-15
goedel-prover-8b,0.5,42,0.6748,termination-restricted-15
goedel-prover-8b,0.5,999,0.1272,termination-restricted-15
goedel-prover-8b,0.5,999,0.0865,termination-restricted-15
goedel-prover-8b,0.5,999,0.0,array-fpi
goedel-prover-8b,0.5,42,0.0008,termination-bwb
goedel-prover-8b,0.5,999,0.0,termination-bwb
goedel-prover-8b,0.5,123,0.2714,termination-crafted
goedel-prover-8b,0.5,999,0.0001,loop-industry-pattern
goedel-prover-8b,0.5,999,0.6764,termination-restricted-15
goedel-prover-8b,0.5,123,0.1272,recursive-simple
goedel-prover-8b,0.5,123,0.0023,termination-bwb
goedel-prover-8b,0.5,123,0.0,loops-crafted-1
goedel-prover-8b,0.5,42,0.1514,recursive-simple
goedel-prover-8b,0.5,42,0.0142,array-fpi
goedel-prover-8b,0.5,123,0.0486,array-fpi
goedel-prover-8b,0.5,42,0.0758,termination-crafted
goedel-prover-8b,0.5,123,0.0651,bitvector
goedel-prover-8b,0.5,123,0.2364,loop-acceleration
goedel-prover-8b,0.5,42,0.019,bitvector
goedel-prover-8b,0.5,123,0.0024,loop-industry-pattern
goedel-prover-8b,0.5,999,0.0003,termination-nla
goedel-prover-8b,0.5,42,0.2192,loop-acceleration
goedel-prover-8b,0.5,999,0.0606,loop-acceleration
goedel-prover-8b,0.5,123,0.373,termination-restricted-15
goedel-prover-8b,0.5,999,0.0918,loops-crafted-1
goedel-prover-8b,0.5,42,0.0374,loops-crafted-1
goedel-prover-8b,0.5,999,0.0978,loops
goedel-prover-8b,0.5,42,0.1188,termination-nla
goedel-prover-8b,0.8,42,0.0732,recursive-simple
goedel-prover-8b,0.8,123,0.1591,recursive-simple
goedel-prover-8b,0.8,999,0.0,termination-crafted
goedel-prover-8b,0.8,42,0.0359,termination-numeric
goedel-prover-8b,0.8,999,0.0,recursive-simple
goedel-prover-8b,0.8,999,0.0054,loop-acceleration
goedel-prover-8b,0.8,42,0.0674,recursive-simple
goedel-prover-8b,0.8,42,0.0,termination-nla
goedel-prover-8b,0.8,999,0.2021,recursive-simple
goedel-prover-8b,0.8,999,0.0222,termination-numeric
goedel-prover-8b,0.8,123,0.1586,recursive-simple
goedel-prover-8b,0.8,42,0.0,loops
goedel-prover-8b,0.8,999,0.0,loops
goedel-prover-8b,0.8,42,0.0092,termination-crafted-lit
goedel-prover-8b,0.8,123,0.2128,termination-numeric
goedel-prover-8b,0.8,999,0.0,loops-crafted-1
goedel-prover-8b,0.8,123,0.0,loops
goedel-prover-8b,0.8,42,0.0,termination-crafted-lit
goedel-prover-8b,0.8,123,0.0181,termination-nla
goedel-prover-8b,0.8,123,0.1056,termination-crafted
goedel-prover-8b,0.8,42,0.011,termination-crafted
goedel-prover-8b,0.8,123,0.1826,loop-acceleration
goedel-prover-8b,0.8,999,0.1952,recursive-simple
goedel-prover-8b,0.8,999,0.0001,termination-crafted
goedel-prover-8b,0.8,123,0.0,termination-crafted
goedel-prover-8b,0.8,42,0.2137,recursive-simple
goedel-prover-8b,0.8,123,0.1677,loops-crafted-1
goedel-prover-8b,0.8,123,0.0006,termination-crafted
goedel-prover-8b,0.8,42,0.0002,termination-crafted
goedel-prover-8b,0.8,123,0.0184,loops
goedel-prover-8b,0.8,999,0.0453,termination-crafted-lit
goedel-prover-8b,0.8,42,0.0,loops-crafted-1
goedel-prover-8b,0.8,123,0.0006,termination-crafted
goedel-prover-8b,0.8,123,0.3219,recursive-simple
goedel-prover-8b,0.8,999,0.004,loops
goedel-prover-8b,0.8,999,0.2331,recursive
goedel-prover-8b,0.8,123,0.2625,recursive
goedel-prover-8b,0.8,999,0.09,loops-crafted-1
goedel-prover-8b,0.8,42,0.1015,termination-restricted-15
goedel-prover-8b,0.8,42,0.0567,termination-crafted
goedel-prover-8b,0.8,123,0.0737,termination-restricted-15
goedel-prover-8b,0.8,42,0.0865,loops
goedel-prover-8b,0.8,123,0.167,termination-crafted-lit
goedel-prover-8b,0.8,123,0.1754,recursive-simple
goedel-prover-8b,0.8,123,0.0109,loops-crafted-1
goedel-prover-8b,0.8,42,0.1106,termination-crafted
goedel-prover-8b,0.8,999,0.0639,recursive-simple
goedel-prover-8b,0.8,42,0.4793,termination-numeric
goedel-prover-8b,0.8,42,0.0852,recursive-simple
goedel-prover-8b,0.8,999,0.3049,termination-restricted-15
goedel-prover-8b,0.8,999,0.5356,termination-crafted
goedel-prover-8b,0.8,999,0.2972,termination-numeric
goedel-prover-8b,0.8,123,0.3475,termination-numeric
goedel-prover-8b,0.8,999,0.4252,termination-restricted-15
goedel-prover-8b,0.8,999,0.0001,termination-bwb
goedel-prover-8b,0.8,42,0.1611,termination-bwb
goedel-prover-8b,0.8,42,0.0094,loops-crafted-1
goedel-prover-8b,0.8,42,0.2547,termination-crafted-lit
goedel-prover-8b,0.8,123,0.2063,termination-restricted-15
goedel-prover-8b,0.8,42,0.0058,array-fpi
goedel-prover-8b,0.8,42,0.0,termination-restricted-15
goedel-prover-8b,0.8,999,0.026,termination-nla
goedel-prover-8b,0.8,42,0.0,recursive
goedel-prover-8b,0.8,42,0.0,loops
goedel-prover-8b,0.8,42,0.152,termination-crafted
goedel-prover-8b,0.8,999,0.0,loops
goedel-prover-8b,0.8,123,0.0716,termination-crafted
goedel-prover-8b,0.8,999,0.1876,termination-crafted
goedel-prover-8b,0.8,999,0.1803,recursive
goedel-prover-8b,0.8,123,0.1593,recursive
goedel-prover-8b,0.8,123,0.0144,loop-acceleration
goedel-prover-8b,0.8,123,0.0,array-fpi
goedel-prover-8b,0.8,123,0.1774,termination-bwb
goedel-prover-8b,0.8,42,0.0163,array-fpi
goedel-prover-8b,0.8,999,0.0,bitvector
goedel-prover-8b,0.8,42,0.0,bitvector
goedel-prover-8b,0.8,42,0.0823,loop-acceleration
goedel-prover-8b,0.8,999,0.0608,loop-acceleration
goedel-prover-8b,0.8,42,0.0,loop-invgen
goedel-prover-8b,0.8,999,0.0,loop-invgen
goedel-prover-8b,0.8,42,0.0,termination-crafted
goedel-prover-8b,0.8,999,0.0543,termination-crafted-lit
goedel-prover-8b,0.8,123,0.0011,termination-crafted
goedel-prover-8b,0.8,999,0.4007,termination-crafted-lit
goedel-prover-8b,0.8,123,0.0,bitvector
goedel-prover-8b,0.8,123,0.1511,termination-crafted
goedel-prover-8b,0.8,42,0.0019,termination-crafted
goedel-prover-8b,0.8,42,0.071,termination-crafted
goedel-prover-8b,0.8,999,0.4077,termination-crafted
goedel-prover-8b,0.8,123,0.0043,termination-crafted
goedel-prover-8b,0.8,123,0.0,loop-invgen
goedel-prover-8b,0.8,999,0.0027,array-fpi
goedel-prover-8b,0.8,999,0.0001,termination-crafted
goedel-prover-8b,0.8,123,0.0009,loops
goedel-prover-8b,0.8,999,0.0002,termination-crafted-lit
goedel-prover-8b,0.8,42,0.2946,termination-crafted-lit
goedel-prover-8b,0.8,999,0.0673,termination-crafted
goedel-prover-8b,0.8,42,0.0227,array-memsafety
goedel-prover-8b,0.8,123,0.0,loop-industry-pattern
goedel-prover-8b,0.8,999,0.0,loop-industry-pattern
goedel-prover-8b,0.8,42,0.2547,termination-crafted
goedel-prover-8b,0.8,123,0.0987,termination-crafted-lit
goedel-prover-8b,0.8,42,0.0,loop-industry-pattern
goedel-prover-8b,0.8,999,0.383,array-memsafety
goedel-prover-8b,0.8,123,0.2999,array-memsafety
goedel-prover-8b,0.8,999,0.197,termination-crafted
goedel-prover-8b,0.8,42,0.0,termination-nla
goedel-prover-8b,0.8,123,0.0,termination-nla
goedel-prover-8b,0.8,999,0.0809,termination-crafted
goedel-prover-8b,0.8,123,0.0304,termination-nla
goedel-prover-8b,0.8,123,0.0534,bitvector
goedel-prover-8b,0.8,42,0.2042,loops
goedel-prover-8b,0.8,42,0.0841,bitvector
goedel-prover-8b,0.8,999,0.0,termination-nla
goedel-prover-8b,0.8,42,0.0,termination-nla
goedel-prover-8b,0.8,999,0.0129,termination-nla
goedel-prover-8b,0.8,123,0.0,termination-restricted-15
goedel-prover-8b,0.8,42,0.2426,termination-restricted-15
goedel-prover-8b,0.8,123,0.2347,array-fpi
goedel-prover-8b,0.8,999,0.0333,loops
goedel-prover-8b,0.8,999,0.1979,termination-restricted-15
goedel-prover-8b,0.8,999,0.0023,termination-restricted-15
goedel-prover-8b,0.8,999,0.1407,recursive-simple
goedel-prover-8b,0.8,123,0.1496,recursive-simple
goedel-prover-8b,0.8,42,0.1465,recursive-simple
goedel-prover-8b,0.8,42,0.0753,termination-restricted-15
goedel-prover-8b,0.8,999,0.0,array-fpi
goedel-prover-8b,0.8,999,0.0008,termination-bwb
goedel-prover-8b,0.8,42,0.2726,loop-acceleration
goedel-prover-8b,0.8,999,0.0497,bitvector
goedel-prover-8b,0.8,42,0.0656,termination-bwb
goedel-prover-8b,0.8,123,0.1864,termination-restricted-15
goedel-prover-8b,0.8,999,0.1056,array-fpi
goedel-prover-8b,0.8,42,0.22,recursive
goedel-prover-8b,0.8,42,0.1164,loop-acceleration
goedel-prover-8b,0.8,123,0.3519,termination-crafted-lit
goedel-prover-8b,0.8,123,0.191,loops
goedel-prover-8b,0.8,999,0.6617,termination-restricted-15
goedel-prover-8b,0.8,123,0.0261,array-fpi
goedel-prover-8b,0.8,42,0.0741,array-fpi
goedel-prover-8b,0.8,123,0.0543,termination-crafted
goedel-prover-8b,0.8,123,0.0496,termination-bwb
goedel-prover-8b,0.8,123,0.1648,loop-acceleration
goedel-prover-8b,0.8,999,0.1594,loop-acceleration
goedel-prover-8b,0.8,42,0.6536,termination-restricted-15
goedel-prover-8b,0.8,123,0.3677,termination-restricted-15
goedel-prover-8b,0.8,999,0.0201,loops-crafted-1
goedel-prover-8b,0.8,42,0.1118,loops-crafted-1
goedel-prover-8b,0.8,123,0.4558,loops-crafted-1
goedel-prover-8b,0.8,123,0.1156,termination-crafted-lit
gpt-4o-mini,0.2,999,0.4432,recursive-simple
gpt-4o-mini,0.2,123,0.2173,recursive-simple
gpt-4o-mini,0.2,123,0.2548,recursive-simple
gpt-4o-mini,0.2,123,0.273,loop-acceleration
gpt-4o-mini,0.2,42,0.456,loop-acceleration
gpt-4o-mini,0.2,42,0.3183,recursive-simple
gpt-4o-mini,0.2,42,0.4252,termination-numeric
gpt-4o-mini,0.2,123,0.3522,termination-numeric
gpt-4o-mini,0.2,42,0.094,termination-crafted
gpt-4o-mini,0.2,123,0.1555,recursive-simple
gpt-4o-mini,0.2,999,0.3388,loop-acceleration
gpt-4o-mini,0.2,42,0.1761,loops
gpt-4o-mini,0.2,999,0.2596,termination-numeric
gpt-4o-mini,0.2,123,0.1137,termination-crafted
gpt-4o-mini,0.2,999,0.2297,recursive-simple
gpt-4o-mini,0.2,999,0.2446,loops
gpt-4o-mini,0.2,42,0.2049,recursive-simple
gpt-4o-mini,0.2,999,0.1398,loops-crafted-1
gpt-4o-mini,0.2,42,0.1939,recursive-simple
gpt-4o-mini,0.2,42,0.2298,termination-nla
gpt-4o-mini,0.2,42,0.1755,termination-crafted-lit
gpt-4o-mini,0.2,42,0.2725,loops
gpt-4o-mini,0.2,42,0.136,loops-crafted-1
gpt-4o-mini,0.2,42,0.1344,termination-crafted
gpt-4o-mini,0.2,999,0.2363,recursive-simple
gpt-4o-mini,0.2,123,0.1548,termination-crafted-lit
gpt-4o-mini,0.2,999,0.1459,termination-crafted-lit
gpt-4o-mini,0.2,999,0.2844,loops
gpt-4o-mini,0.2,42,0.2896,termination-crafted-lit
gpt-4o-mini,0.2,999,0.098,termination-nla
gpt-4o-mini,0.2,42,0.3094,termination-crafted
gpt-4o-mini,0.2,42,0.2096,loops-crafted-1
gpt-4o-mini,0.2,123,0.2174,loops-crafted-1
gpt-4o-mini,0.2,999,0.189,loops-crafted-1
gpt-4o-mini,0.2,123,0.4307,termination-crafted
gpt-4o-mini,0.2,123,0.1127,loops-crafted-1
gpt-4o-mini,0.2,999,0.5255,termination-crafted
gpt-4o-mini,0.2,42,0.177,recursive-simple
gpt-4o-mini,0.2,999,0.1781,termination-crafted
gpt-4o-mini,0.2,123,0.4264,termination-crafted-lit
gpt-4o-mini,0.2,123,0.5115,termination-crafted
gpt-4o-mini,0.2,999,0.1504,termination-crafted
gpt-4o-mini,0.2,999,0.2397,recursive
gpt-4o-mini,0.2,123,0.1528,termination-restricted-15
gpt-4o-mini,0.2,999,0.0408,termination-restricted-15
gpt-4o-mini,0.2,999,0.0605,recursive-simple
gpt-4o-mini,0.2,999,0.2077,termination-crafted
gpt-4o-mini,0.2,42,0.6238,termination-crafted
gpt-4o-mini,0.2,123,0.1811,termination-numeric
gpt-4o-mini,0.2,123,0.3985,loops
gpt-4o-mini,0.2,42,0.2022,termination-restricted-15
gpt-4o-mini,0.2,42,0.1905,termination-numeric
gpt-4o-mini,0.2,999,0.2832,termination-crafted-lit
gpt-4o-mini,0.2,42,0.1919,recursive
gpt-4o-mini,0.2,123,0.4527,termination-crafted-lit
gpt-4o-mini,0.2,999,0.1903,termination-numeric
gpt-4o-mini,0.2,123,0.1738,recursive-simple
gpt-4o-mini,0.2,999,0.1324,termination-bwb
gpt-4o-mini,0.2,999,0.2318,termination-restricted-15
gpt-4o-mini,0.2,123,0.1225,loops
gpt-4o-mini,0.2,42,0.1584,termination-bwb
gpt-4o-mini,0.2,999,0.257,termination-crafted-lit
gpt-4o-mini,0.2,123,0.1165,termination-crafted
gpt-4o-mini,0.2,42,0.2965,array-fpi
gpt-4o-mini,0.2,999,0.4119,termination-crafted
gpt-4o-mini,0.2,123,0.2519,loops
gpt-4o-mini,0.2,42,0.2795,termination-restricted-15
gpt-4o-mini,0.2,123,0.3758,array-fpi
gpt-4o-mini,0.2,123,0.2594,termination-restricted-15
gpt-4o-mini,0.2,42,0.0955,loop-acceleration
gpt-4o-mini,0.2,42,0.2044,termination-crafted-lit
gpt-4o-mini,0.2,123,0.2153,termination-bwb
gpt-4o-mini,0.2,123,0.4219,loop-acceleration
gpt-4o-mini,0.2,999,0.3837,array-fpi
gpt-4o-mini,0.2,42,0.0,bitvector
gpt-4o-mini,0.2,42,0.1586,termination-crafted
gpt-4o-mini,0.2,42,0.2211,recursive
gpt-4o-mini,0.2,42,0.3594,loops
gpt-4o-mini,0.2,42,0.0,loop-invgen
gpt-4o-mini,0.2,123,0.4006,array-fpi
gpt-4o-mini,0.2,999,0.2608,loops
gpt-4o-mini,0.2,999,0.1654,recursive
gpt-4o-mini,0.2,123,0.0,loop-invgen
gpt-4o-mini,0.2,42,0.3921,termination-crafted
gpt-4o-mini,0.2,123,0.1121,termination-crafted
gpt-4o-mini,0.2,123,0.4508,termination-crafted
gpt-4o-mini,0.2,123,0.1521,termination-crafted
gpt-4o-mini,0.2,999,0.1791,termination-crafted
gpt-4o-mini,0.2,123,0.0558,termination-nla
gpt-4o-mini,0.2,123,0.3858,recursive
gpt-4o-mini,0.2,999,0.3311,loop-acceleration
gpt-4o-mini,0.2,999,0.1871,termination-crafted
gpt-4o-mini,0.2,42,0.2153,termination-crafted
gpt-4o-mini,0.2,42,0.1751,termination-crafted
gpt-4o-mini,0.2,999,0.1348,termination-crafted
gpt-4o-mini,0.2,123,0.0035,bitvector
gpt-4o-mini,0.2,123,0.1103,termination-crafted
gpt-4o-mini,0.2,42,0.303,array-fpi
gpt-4o-mini,0.2,999,0.0,loop-invgen
gpt-4o-mini,0.2,999,0.3283,array-fpi
gpt-4o-mini,0.2,123,0.151,bitvector
gpt-4o-mini,0.2,42,0.1852,termination-crafted-lit
gpt-4o-mini,0.2,123,0.0016,loop-industry-pattern
gpt-4o-mini,0.2,123,0.1507,array-memsafety
gpt-4o-mini,0.2,123,0.0577,termination-crafted
gpt-4o-mini,0.2,42,0.1839,termination-crafted
gpt-4o-mini,0.2,999,0.0028,bitvector
gpt-4o-mini,0.2,999,0.0,termination-nla
gpt-4o-mini,0.2,42,0.3386,loops
gpt-4o-mini,0.2,999,0.0076,loop-industry-pattern
gpt-4o-mini,0.2,123,0.0205,termination-nla
gpt-4o-mini,0.2,42,0.2795,recursive-simple
gpt-4o-mini,0.2,123,0.0579,termination-nla
